repo,deploymentFrequency,leadTimeForChanges,meanTimeToRecover,changeFailureRate
google/earthenterprise,14.97350642946644,64.01544949313538,146.02372395833333,52.72727272727273
googlemaps/android-maps-utils,4.649212677057766,129.6429767071759,166.4726992143659,57.89473684210526
googlemaps/google-maps-services-js,15.718061773243917,54.67257972065769,39.89634744623656,8.24742268041237
google/traceur-compiler,26.270678079230777,25.564384229957806,89.12874452577576,57.142857142857146
goplus/gop,14.270120669874009,45.27710209964153,133.5334953703704,77.52808988764045
gorakhargosh/watchdog,2.9401231411835766,711.3337348294622,255.5285681905864,50
go-resty/resty,4.106515191051322,258.72134619554123,93.61939969135803,48
go-task/task,11.259435958214704,21.89471333724475,87.19629409171075,65.625
gotify/server,9.67571248365531,16.394163394163392,51.136018931878304,45.45454545454545
go-vgo/robotgo,9.309667571493843,54.402165749444315,194.04733391203703,37.5
gpbl/react-day-picker,22.078625169452387,308.13796257967016,83.97398630401234,28.07017543859649
gqrx-sdr/gqrx,4.29568145008754,145.38342010353023,512.4165332892417,36.36363636363637
grafana/loki,7.884856568360667,64.73380271953695,90.04476154618474,69.23076923076923
graphile/postgraphile,46.63877020034173,42.50368310754402,204.30796766493054,15.845070422535212
graphql/graphql-playground,41.894193869715146,5.018508469093377,68.0702365136876,54.23728813559322
gregberge/svgr,12.865499673834126,17.250034094955968,95.90297812899105,42.857142857142854
grpc-ecosystem/grpc-gateway,13.293358340545044,31.73749920889442,246.71683356481483,72.61904761904762
grpc/grpc-swift,14.981000762315244,40.81365403950793,48.275093055555566,35.632183908045974
gruntwork-io/terragrunt,60.59541867436047,6.719408232434041,62.12011204346708,52.92620865139949
gunthercox/ChatterBot,13.659129294826986,35.93431304503598,116.63985454204204,47.5
h2o/h2o,15.163115558491098,120.79750299051629,56.34272807734204,17.647058823529413
h5bp/html5-boilerplate,2.6001009771838404,674.1939797167216,483.0524348196882,40
Hacker0x01/react-datepicker,21.83436344219018,23.335456750231316,91.34870447530864,30.232558139534884
hackmdio/codimd,5.343654095591627,73.74264257664554,105.07550020128826,45.714285714285715
hankcs/HanLP,7.957153804147382,82.41084441782331,139.11117031695156,27.272727272727273
hannobraun/Fornjot,17.664588656309824,27.286651532287408,78.91217314814814,74.07407407407408
hashicorp/consul-template,8.312641583673052,27.758149113086642,110.63391338547285,77.27272727272727
Heroic-Games-Launcher/HeroicGamesLauncher,43.619839697229104,7.3784137006251775,25.139025375611464,75.90361445783132
hhyo/Archery,14.400036164474384,25.87011310740236,39.71900042087542,68.96551724137932
hibiken/asynq,21.549166352956544,15.855675160425456,22.412486383442268,50
horovod/horovod,13.72507262122703,36.551884111505125,82.23960899758454,60.563380281690144
howdyai/botkit,8.527740846977068,106.16115905292826,122.778125,49.01960784313726
hrkfdn/ncspot,12.445629246895471,13.334830146934282,40.17266435185186,63.888888888888886
htop-dev/htop,1.808157745954331,185.78336255634403,81.77933173500882,72.41379310344827
httpie/httpie,2.8494644728912593,266.4439031312581,489.66686636263125,72.41379310344827
httprunner/httprunner,18.297539219339395,45.686970088801296,56.42434252829218,52.94117647058823
Huachao/vscode-restclient,7.707827878756302,36.041258992066425,40.239834806397305,29.166666666666668
huanghongxun/HMCL,20.132020694519053,72.01417047668893,112.01081820987655,35.172413793103445
hugapi/hug,14.774373489073898,61.901292678776166,102.8110630787037,45.90163934426229
hybridauth/hybridauth,5.771748010928545,111.03966722273948,124.5726087261504,48.38709677419355
hyperium/hyper,24.413007539078194,48.0666523249835,51.48773260673868,48.94736842105263
hyperium/tonic,8.600369966447758,24.31802274057353,111.35860439068101,51.851851851851855
ianstormtaylor/superstruct,16.27016964673004,28.74669274980603,133.23524739583334,32.098765432098766
iawia002/lux,15.804751065303183,21.679756960256018,15.449831706706705,78.37837837837837
iBotPeaches/Apktool,2.133654353753117,131.76905386317523,237.10265534359664,92.5925925925926
image-rs/image,7.854351713145325,74.16149576869888,139.46176130174294,66.66666666666667
immerjs/immer,26.625530745125275,17.158248423841155,48.93619770998677,39.0625
immutable-js/immutable-js,8.84989149021893,40.80644010613505,290.1073528439154,55.072463768115945
includeos/IncludeOS,7.955521185141242,86.77640688110665,79.63463337418301,72.22222222222223
infinitered/ignite,28.320933661627485,66.67399753661529,55.00226489082366,16.049382716049383
infinitered/reactotron,18.13557887838723,61.426317323096555,47.84003533138401,17.699115044247787
InfiniTimeOrg/InfiniTime,15.664570303066014,43.1677130929298,116.97607060185184,65.11627906976744
infinyon/fluvio,23.800064586012002,16.492934177097172,29.98479910714286,75
infracost/infracost,36.49905905892445,6.986741056089048,17.23346388888889,71.42857142857143
ionic-team/capacitor,50.505079227166235,8.58287670791441,110.09518699363427,17.959183673469386
irssi/irssi,1.257753552096126,318.9229910302108,444.3637896825396,44.827586206896555
jaegertracing/jaeger,11.063927393458135,23.450545485062104,73.54445469034609,72.88135593220339
JamesIves/github-pages-deploy-action,23.790565381721024,12.2041166228908,34.744120833333334,36.04651162790697
James-Yu/LaTeX-Workshop,37.18232564217635,17.559241117215066,28.16819859601449,40.36697247706422
janet-lang/janet,15.320422175523598,19.146419907564503,41.99109722222222,33.898305084745765
jaredpalmer/formik,46.377237544897326,14.578815513073275,89.72701430224868,29.447852760736197
jashkenas/underscore,3.0201536068358745,209.2726828733727,239.54607313368058,61.53846153846154
java-native-access/jna,2.231143333764954,232.11524727268363,731.9224911492374,34.375
javascript-obfuscator/javascript-obfuscator,36.4514679562548,13.585098968872638,37.932014322916665,55.714285714285715
jazzband/pip-tools,10.559847393234154,118.85558097946698,157.77405092592593,58.8235294117647
jemalloc/jemalloc,6.229694697576599,448.2386460674486,204.01192544549266,47.72727272727273
jenssegers/laravel-mongodb,12.841050789848275,33.6871541743478,297.49946373456794,29.310344827586206
Jermolene/TiddlyWiki5,5.952420685816162,56.63020832376572,90.23150778619528,38.46153846153846
jesseduffield/lazydocker,7.930077421149014,51.89687068211788,212.89683625201292,40.74074074074074
jhen0409/react-native-debugger,14.21526280534521,15.02244660991637,86.41733516922095,37.5
jitsucom/jitsu,9.23955416338512,276.4852747195544,323.47448688271606,35
jlmakes/scrollreveal,12.220261898368241,29.31213312507333,102.72598668981482,12.820512820512821
johnbillion/query-monitor,15.905005555559617,209.76930248895533,374.67487046887305,52.04081632653061
johnkerl/miller,7.5623606996660815,49.38558314184014,74.49707109788359,43.63636363636363
jopohl/urh,17.682132824164196,8.209388429036043,8.868530423280424,40
josdejong/jsoneditor,17.991124399998156,21.59499927010344,82.49982638888889,38.15028901734104
josdejong/mathjs,25.209573416691853,24.33364480079146,37.239648942994194,53.65853658536585
jqhph/dcat-admin,30.71982045036449,18.360867139425867,11.667547234734734,47.05882352941177
jquense/react-big-calendar,19.32947742176006,31.337284077359225,64.42699156746032,25.899280575539567
jquery/jquery,5.6641138574055026,584.4824249392635,291.3694400804493,44.44444444444444
jsdom/jsdom,16.94117581741936,37.205834332139155,346.22472040037724,42.10526315789474
jshint/jshint,7.194798705154995,78.40480538951398,266.4585270219199,45.070422535211264
juanfont/headscale,53.25578101535292,11.110509825887284,42.4432294297138,53.246753246753244
Juanpe/SkeletonView,12.336294539690224,39.76769929546678,81.38691946881092,36.0655737704918
juice-shop/juice-shop,20.582685968850754,32.51622267838713,36.93502842755036,30.120481927710845
julianshapiro/velocity,10.137214508116788,38.6988357300885,113.59305336586586,76.66666666666667
junegunn/fzf,12.07625423614064,15.274837404984185,46.30738869598765,62.38532110091743
jupyterhub/jupyterhub,8.931363718784674,75.66946439253095,137.4509517973856,68.75
jxxghp/nas-tools,304.38388585713176,2.3215234789515233,5.7433958333333335,37.94871794871795
karma-runner/karma,21.887586401097252,131.00225914335977,243.60116868846694,28.755364806866954
kazupon/vue-i18n,19.317643491386555,11.400103315421417,36.1712840965966,25
kelseyhightower/confd,10.27092471577356,81.83693427287582,105.26437926413257,44.680851063829785
keras-team/autokeras,11.507791659602736,40.71087561325317,39.27445251937985,62.96296296296296
kestra-io/kestra,21.307134410456783,15.257691502782494,72.01027922453703,66.66666666666667
Kinto/kinto,25.18496074869941,24.751185296758567,53.2067763915045,40.104166666666664
kirki-framework/kirki,16.86113953238152,87.51247042796383,43.08209940087146,41.80327868852459
kivy/kivy,2.7935217747243697,205.38416057871189,362.48455368745937,64.51612903225806
